Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
564055f7-41e5-951a-54a6-7fcad913b001,1973-10-11,,999-47-1208,S99975087,X24922408X,Mr.,Noah480,Sipes176,,,M,white,nonhispanic,M,Methuen  Massachusetts  US,1069 Friesen Boulevard,Winchester,Massachusetts,Middlesex County,,42.435543576543274,-71.11742645174803,1199242.67,3699.5699999999997
32f1b138-8c0b-f5ad-66ac-736ef421b78d,1956-12-01,,999-96-9527,S99978612,X32728504X,Mr.,Arnulfo253,Parisian75,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,745 Lindgren Harbor,Uxbridge,Massachusetts,Worcester County,,42.08730539963235,-71.59859105391389,1470180.66,4494.429999999999
5740afe6-d2d1-4fe3-07ea-ff39d6532020,1979-10-22,,999-48-1711,S99936337,X17067992X,Mr.,Jordan900,Vandervort697,,,M,white,nonhispanic,M,Brockton  Massachusetts  US,502 Auer Fork Unit 82,Canton,Massachusetts,Norfolk County,,42.175950646570165,-71.1088123573871,949550.87,3216.2299999999996
9f6f409c-d92c-92f0-e613-f5eb7774f76f,1997-08-13,,999-73-8066,S99991835,X62796238X,Ms.,Sabina296,Bogisich202,,,,black,nonhispanic,F,Worcester  Massachusetts  US,1079 Boyer Grove,Methuen,Massachusetts,Essex County,,42.748423272282395,-71.14425571453214,463689.95,3493.8299999999995
a2933470-46da-06c7-b6ec-b9c0be53f404,1974-09-07,,999-72-7581,S99987125,X77405488X,Mr.,Martín25,Dueñas839,,,M,black,nonhispanic,M,Lima  Lima Province  PE,1048 Nicolas View Unit 34,Revere,Massachusetts,Suffolk County,,42.39932475088311,-71.00680218821628,1179140.91,4311.19
14004762-591d-42fe-dc2f-444baa724f9f,1988-11-15,,999-34-8583,S99930748,X52609700X,Ms.,Dannielle300,D'Amore443,,,S,white,nonhispanic,F,Methuen  Massachusetts  US,613 Leffler Skyway,Dalton,Massachusetts,Berkshire County,,42.5037516565149,-73.15726464686347,713325.39,4774.429999999999
11ad5059-7221-9ae4-b190-b4131db6967e,1974-02-14,,999-52-3722,S99945539,X71619043X,Mr.,Mariano761,Kshlerin58,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,1036 Beer Gardens Apt 63,Mendon,Massachusetts,Worcester County,,42.09271757351886,-71.49672033330023,1104307.0,10635.439999999999
3690c482-683d-cd7c-bc2d-35028ee4ba51,2015-05-14,,999-14-4672,,,,Liana375,Leffler128,,,,white,nonhispanic,F,Lynn  Massachusetts  US,472 McCullough Arcade,Swampscott,Massachusetts,Essex County,01907,42.5008455616975,-70.8845480531983,133408.27,1830.7099999999998
24e2b59c-1f06-2b82-b521-a3cddab573a4,1968-01-26,,999-63-7964,S99990736,X67777070X,Mrs.,Dina200,Kozey370,,Wisoky380,M,white,nonhispanic,F,Boston  Massachusetts  US,649 Hauck Lane,Winchendon,Massachusetts,Worcester County,01475,42.68499096757652,-72.06640811169635,1221755.0999999999,14735.499999999998
84ba645d-50e7-f4e5-5dce-e60c47c64a3a,2001-12-21,,999-67-8249,S99929452,,Mr.,Octavio643,Larkin917,,,,white,nonhispanic,M,Greenfield  Massachusetts  US,102 White Parade Apt 8,Braintree,Massachusetts,Norfolk County,02184,42.227981303168114,-70.99731740974175,441440.29,2770.54
4f147da8-4d90-0ce4-6a0e-8aaef2f02a84,1953-02-10,,999-70-7747,S99945796,X41067698X,Mrs.,Birdie301,Koss676,,O'Keefe54,M,white,nonhispanic,F,Revere  Massachusetts  US,626 Ritchie Stravenue,Bourne,Massachusetts,Barnstable County,02532,41.71637761844686,-70.55941482234935,1370661.34,7362.459999999999
50103988-f855-f642-a9bf-bc8f39e57a94,1991-12-19,,999-88-6364,S99991189,X1913366X,Mrs.,Dorothea248,Harber290,,Senger904,M,white,nonhispanic,F,Andover  Massachusetts  US,608 Corkery Estate Unit 96,Hudson,Massachusetts,Middlesex County,01749,42.39297488115139,-71.54195086486982,711409.66,5112.839999999999
29333515-1df4-42ef-51ec-53c79a044f3f,1959-05-03,,999-11-5611,S99951380,X26170625X,Mrs.,Stefania815,Goodwin327,,Schowalter414,M,white,nonhispanic,F,Quincy  Massachusetts  US,211 Pfannerstill Rue Suite 67,Carver,Massachusetts,Plymouth County,,41.91017441564129,-70.77837461116636,1354030.26,8538.019999999999
8e5a980d-6271-e758-9763-d5b750614383,1994-06-22,,999-54-8958,S99966552,X7065093X,Mr.,Connie24,Monahan736,,,,white,nonhispanic,M,Waltham  Massachusetts  US,480 Jacobi Run,Holyoke,Massachusetts,Hampden County,,42.20373719208017,-72.6171976853101,701977.04,4905.71
331e3c02-3808-56c0-ce8b-30dbb3492832,1994-09-10,,999-70-1284,S99932059,X23301075X,Ms.,María Cristina383,Rosales49,,,,white,hispanic,F,Santiago  Santiago Province  CL,339 Murphy Gardens,Uxbridge,Massachusetts,Worcester County,,42.067437561108854,-71.67909382295743,532177.71,7014.0599999999995
9b138b07-e15a-6512-01ad-df89fe6d328a,1964-01-09,,999-34-3961,S99961054,X83072077X,Mr.,Aldo414,Howe413,,,S,white,nonhispanic,M,Leominster  Massachusetts  US,926 O'Connell Overpass,Arlington,Massachusetts,Middlesex County,02474,42.4067971030535,-71.1925416480974,33780.479999999996,354.9599999999999
f3d972e7-c5ec-a9e3-071c-efc93e576007,1997-06-26,2003-03-13,999-54-1643,,,,Ignacio928,Stark857,,,,white,nonhispanic,M,Barnstable  Massachusetts  US,911 McKenzie Heights Apt 34,Boston,Massachusetts,Suffolk County,02115,42.3573481627563,-71.08672842057868,126269.73,3987.9500000000003
68b8be7b-4ada-76b1-7930-1b77387b68a9,1966-07-17,,999-99-2024,S99955822,X36200825X,Mr.,Erik495,Hahn503,,,M,white,nonhispanic,M,Quincy  Massachusetts  US,767 Schmidt View Unit 81,Saugus,Massachusetts,Essex County,,42.43026453351123,-71.05872340542393,1184979.21,3443.68
608cc94e-9f4d-fa2d-11d2-9829204d2ce4,1975-09-09,,999-67-4805,S99956820,X56191200X,Mr.,Darrell400,Welch179,,,M,white,nonhispanic,M,Scituate  Massachusetts  US,832 Batz Passage Suite 96,Belmont,Massachusetts,Middlesex County,02472,42.41453582337506,-71.21507557105203,1172561.75,7645.9
05f864a6-4c25-fecf-cb71-694c1edf4cf7,1989-05-24,,999-50-6471,S99944097,X49744943X,Mrs.,Gwen761,Kub800,,Hessel84,M,white,nonhispanic,F,Boston  Massachusetts  US,126 Shields Plaza Suite 10,Provincetown,Massachusetts,Barnstable County,02657,42.01198769649399,-70.20413396615294,109264.42,26850.92
dc8e02d1-41b6-7075-403c-471b203cf5b8,1974-09-19,,999-29-2896,S99922331,X73924553X,Mr.,Earnest658,Yundt842,,,M,white,nonhispanic,M,Peabody  Massachusetts  US,900 Dare Haven Suite 55,Springfield,Massachusetts,Hampden County,01107,42.09230239888895,-72.50839817138196,143257.42,3840.12
c1a89e28-d5bc-dd5d-697f-1219d09cc921,2014-09-29,,999-41-6447,,,,Ronny764,Grimes165,,,,white,nonhispanic,M,Watertown  Massachusetts  US,804 Corwin Wall,Fall River,Massachusetts,Bristol County,02790,41.701379132808434,-71.09148639871523,139025.51,2025.09
98107fae-588e-f637-82ed-2dc3dab1b407,1964-10-25,,999-90-5176,S99919730,X29110962X,Ms.,Wilda367,Veum823,,,S,white,nonhispanic,F,Randolph  Massachusetts  US,907 Jacobi Plaza Apt 50,Attleboro,Massachusetts,Bristol County,02861,41.886882470616804,-71.40225738241398,1355034.38,9247.919999999998
4de4e166-d9ca-2b01-ef3e-712e44cdc45c,1970-06-27,,999-73-7302,S99915584,X31571558X,Mrs.,Meghann680,Halvorson124,PhD,Champlin946,M,black,nonhispanic,F,Upton  Massachusetts  US,103 Williamson Walk,Westborough,Massachusetts,Worcester County,,42.307876532443395,-71.63385926093177,33219.9,2230.6099999999997
e1198571-bc7a-2c52-9e40-899b9b2e9522,2018-02-03,,999-79-5568,,,,Rickie717,Koepp521,,,,white,nonhispanic,M,Billerica  Massachusetts  US,1095 Carter Crossroad Unit 28,Springfield,Massachusetts,Hampden County,01105,42.13751097846146,-72.57132723956964,63054.979999999996,1420.76
079e842b-499a-ba28-3c9d-60d72cd69db6,1986-02-21,,999-81-4211,S99951434,X71892815X,Mr.,Collin529,Barton704,MD,,M,white,nonhispanic,M,Hudson  Massachusetts  US,739 Cummings Crossing,Dennis Port,Massachusetts,Barnstable County,02639,41.61894248477198,-70.12453674881071,720120.0,3128.8399999999997
8fd1dd8c-d06d-1323-8a22-045c82093508,1996-01-27,,999-16-4080,S99921809,X65178938X,Ms.,Floretta117,Huels583,,,,white,nonhispanic,F,Marlborough  Massachusetts  US,434 Ruecker Mission Apt 47,Beverly,Massachusetts,Essex County,,42.54126345683675,-70.85825721159857,482478.01,3798.7799999999997
3310ae40-6b02-260f-97dc-5c65c82ca5a4,1997-06-26,,999-29-2715,S99961690,X61938835X,Mr.,Arnulfo253,Dicki44,,,,white,nonhispanic,M,Ashland  Massachusetts  US,390 Rau Skyway,Boston,Massachusetts,Suffolk County,02126,42.32366755464064,-71.03697991585958,638835.53,3198.12
77e15f91-1fe1-811e-3087-9ff4df2e4bcb,2007-01-26,,999-78-3209,,,,Tari300,Rosenbaum794,,,,white,nonhispanic,F,Fitchburg  Massachusetts  US,222 Harber Dam Unit 26,Dracut,Massachusetts,Middlesex County,,42.682703329322415,-71.255982123816,326994.46,4084.6399999999994
c9bd3837-0279-3d28-d3f6-563490d48991,1976-03-15,,999-83-4240,S99957584,X1636895X,Mrs.,Janee223,Shanahan202,,Casper496,M,black,nonhispanic,F,Kingston  Massachusetts  US,104 Wilderman Bay,Quincy,Massachusetts,Norfolk County,02171,42.333666033059835,-71.03178037042194,42206.53,1649.85
b8f2375b-34ed-de50-2a6e-d7aa01f6b886,1994-09-26,,999-71-7502,S99933883,X50646608X,Ms.,Karen597,Bogisich202,,,,white,nonhispanic,F,Springfield  Massachusetts  US,410 Wolff Passage,Framingham,Massachusetts,Middlesex County,01702,42.32325671976283,-71.48056894270393,607867.27,6290.129999999999
5ae418bd-429c-03df-d07e-20ed88fe2af3,2017-04-12,,999-53-1824,,,,Stefanie819,Swaniawski813,,,,white,nonhispanic,F,North Attleborough  Massachusetts  US,117 Cartwright Spur,Acton,Massachusetts,Middlesex County,,42.450694415806176,-71.47739955756185,99339.0,1758.1999999999998
febf568b-d886-30de-fd3a-b125138858e9,2016-07-27,,999-39-2469,,,,Dorathy429,Kassulke119,,,,asian,nonhispanic,F,Boston  Massachusetts  US,1019 Okuneva Rapid,Boston,Massachusetts,Suffolk County,,42.32938919400883,-71.09374857753085,115789.98999999999,1783.2199999999998
8247ece4-8a1b-eca2-665d-640a75eafb65,1972-03-18,,999-26-1526,S99970995,X53330420X,Mrs.,Pok428,Bode78,,Cormier289,M,white,nonhispanic,F,Lenox  Massachusetts  US,1057 Koepp Well,Natick,Massachusetts,Middlesex County,,42.24151950677013,-71.37367823986143,1044537.68,6949.239999999999
5058324d-ecfc-5e82-7d0a-a1c8d3ac87a0,1968-12-22,,999-35-8562,S99975831,X84115546X,Mr.,Dan465,Farrell962,,,M,white,nonhispanic,M,Rehoboth  Massachusetts  US,871 Watsica Avenue Suite 5,Hudson,Massachusetts,Middlesex County,,42.43899046943813,-71.50710016053993,1387035.81,3609.72
b7d55402-4065-c151-ef3c-6983e42483ee,1953-12-28,2008-06-30,999-10-4092,S99960388,X40924181X,Ms.,Kimberlie352,Nicolas769,,,S,asian,hispanic,F,Chelmsford  Massachusetts  US,549 Hamill Grove Unit 97,Framingham,Massachusetts,Middlesex County,,42.34556812331804,-71.40962273582154,58931.84,1020.7099999999999
a2154992-0398-28ce-14c5-0b58fb6ec556,1994-12-09,,999-22-5221,S99921808,X26561195X,Ms.,Jacquelin132,Wintheiser220,,,,white,nonhispanic,F,Dedham  Massachusetts  US,661 Mante Parade Unit 80,Revere,Massachusetts,Suffolk County,,42.39410299384092,-70.94757952352282,673422.89,3588.0499999999997
94829991-d181-b775-d6a4-a82b867d4b22,2005-10-21,,999-46-8925,,,,Marvella276,Stamm704,,,,black,hispanic,F,Newton  Massachusetts  US,522 Mann Parade Unit 99,Billerica,Massachusetts,Middlesex County,,42.56711381542597,-71.24275149470775,389397.99,3170.6299999999997
81d9265d-3dd7-c5f5-5181-d66ed8d35266,2015-08-06,,999-62-9130,,,,Noelia656,Kshlerin58,,,,white,nonhispanic,F,Boston  Massachusetts  US,813 Thiel Quay Suite 61,Natick,Massachusetts,Middlesex County,,42.25939048299568,-71.35082548402244,122171.67,4857.5199999999995
6c4ed203-7845-8605-e5fd-d82664cfeb61,1959-05-22,1962-08-07,999-94-7046,,,,Salena230,Ferry570,,,,black,hispanic,F,Weymouth  Massachusetts  US,450 Thompson Club Apt 94,Milford,Massachusetts,Worcester County,01757,42.187592338110775,-71.55191942162739,85053.62,899.0799999999999
7fe676eb-612d-5bdf-6132-0a72858aacda,2018-12-31,,999-82-3977,,,,Alberto639,Harvey63,,,,white,nonhispanic,M,Worcester  Massachusetts  US,196 Abshire Frontage road Unit 38,Chelmsford,Massachusetts,Middlesex County,,42.591181606224566,-71.33112443035932,49791.96,1244.0699999999997
eaffda2d-2902-3360-4f48-2f0d1ec3b16a,1963-02-28,,999-16-4127,S99914630,X42150867X,Mrs.,Leilani136,Barrows492,,Hessel84,M,white,nonhispanic,F,Holden  Massachusetts  US,556 Kohler Street Suite 14,Boston,Massachusetts,Suffolk County,02130,42.388488699294015,-71.07075233186559,74715.62,5344.4
2083e065-3c9f-dae3-2bfd-a20ab85d3ab7,1994-04-01,,999-40-7206,S99961756,X34882103X,Ms.,Penny812,Harber290,,,,white,nonhispanic,F,Winchester  Massachusetts  US,625 Flatley Viaduct Suite 22,Townsend,Massachusetts,Middlesex County,,42.68561793052938,-71.70725577304621,630903.47,4629.53
24f3f017-68ce-b706-bd28-f15eedc302ee,1945-02-07,,999-88-1436,S99958607,X42990958X,Mr.,Dick869,Boyer713,,,M,white,nonhispanic,M,Kingston  Massachusetts  US,367 Schimmel Brook Unit 10,Nantucket,Massachusetts,Nantucket County,,41.306312166885185,-70.1210113468915,1767796.3599999999,15286.699999999999
8c34e028-ae1a-791b-7fc3-ee390f17933b,1999-01-25,,999-87-4831,S99974598,X9437856X,Mr.,Ned189,Marvin195,,,,white,nonhispanic,M,Boston  Massachusetts  US,774 Rogahn Ville Suite 55,Fitchburg,Massachusetts,Worcester County,,42.63056949889193,-71.79570946719181,68279.99,3306.31
4ee380fd-088a-42b5-e727-8a32f55f88b7,1937-12-13,2007-04-03,999-57-3253,S99968315,X16201426X,Mrs.,Blossom971,Considine820,,Ernser583,M,white,nonhispanic,F,Amherst Center  Massachusetts  US,892 Gibson Rue,Bourne,Massachusetts,Barnstable County,,41.785841459983466,-70.6083122227018,50715.45,2839.6899999999996
9980bbcb-621e-a1f1-a9c8-4652f81e9e98,1926-01-19,1978-04-13,999-38-7628,S99912234,X30446643X,Mrs.,Jerica256,Lubowitz58,,Balistreri607,M,white,nonhispanic,F,Brimfield  Massachusetts  US,413 Gleichner Trailer Unit 72,Barnstable,Massachusetts,Barnstable County,02672,41.690749805740204,-70.38326058496386,1010852.8,6879.969999999998
742804e4-8659-35d1-5d6f-35deccd80a00,2015-08-29,,999-84-3650,,,,Kylee806,Baumbach677,,,,white,nonhispanic,F,Sudbury  Massachusetts  US,233 Barrows Camp Apt 79,Gloucester,Massachusetts,Essex County,,42.6652515186973,-70.6737919711314,125714.79,1882.3799999999999
7a739623-6f8b-7ce4-7cf6-38b40bfd4fb8,1999-09-27,,999-35-3971,S99911299,X61456459X,Mr.,Myles862,Effertz744,,,,white,nonhispanic,M,Hamburg  Hamburg  DE,642 Feest Port,Lexington,Massachusetts,Middlesex County,02420,42.402685858712765,-71.25599162450361,465469.36,2752.9399999999996
4c58d591-b0db-0097-2abb-3a9dfcedf86c,1953-12-28,,999-75-2273,S99993627,X65038999X,Mrs.,Lily490,Torp761,,Bosco882,M,asian,hispanic,F,Peabody  Massachusetts  US,963 Borer Avenue,Framingham,Massachusetts,Middlesex County,01701,42.3362202164882,-71.48054573259932,78465.01000000001,3951.99
f3ee2d39-df22-160f-51ca-59b8d3fa2bcf,1959-05-22,,999-88-3777,S99939771,X50367232X,Mrs.,Mattie544,Fadel536,,Volkman526,M,black,hispanic,F,Newton  Massachusetts  US,864 Lynch Pathway,Milford,Massachusetts,Worcester County,01757,42.1244228709716,-71.52044029153483,1428154.29,4964.36
3a14d06e-e170-5aa9-c5d9-3f4e4c4faa7e,1957-09-18,,999-99-5283,S99979417,X756013X,Mr.,Chet188,Bode78,,,S,white,nonhispanic,M,Gardner  Massachusetts  US,970 Bauch Forge,Duxbury,Massachusetts,Plymouth County,,41.99687816207851,-70.74521888832797,1682536.6300000001,4700.48
0fedfebf-4594-469e-74c9-6c4b8ca2a59e,1996-07-24,2020-03-19,999-51-2479,S99977189,X47875957X,Ms.,Iola859,Kautzer186,,,,white,hispanic,F,Framingham  Massachusetts  US,839 Schoen Trail Unit 12,Manchester-by-the-Sea,Massachusetts,Essex County,,42.557909662142926,-70.76681518779459,481447.77,10884.929999999998
8df6c671-d439-6c11-a627-810610b1b6a3,1937-12-13,2007-08-02,999-47-7097,S99995871,X69769517X,Mrs.,Fannie183,Jast432,,Shanahan202,M,white,nonhispanic,F,New Bedford  Massachusetts  US,836 Schroeder Park,Bourne,Massachusetts,Barnstable County,02532,41.784870617660474,-70.60739115394932,56731.83,12620.439999999993
619524f7-8c14-a540-6563-3042b0fa32f3,1996-07-24,,999-29-1147,S99957732,X33529808X,Ms.,Hildred696,Schaden604,,,,white,hispanic,F,Foxborough  Massachusetts  US,690 Hansen Bypass,Manchester-by-the-Sea,Massachusetts,Essex County,,42.611035134460074,-70.76556619502438,645142.87,8942.45
eb652fce-ab80-44c5-5daf-879025ff65ab,1926-01-19,2001-07-31,999-62-6545,S99918708,X30418740X,Ms.,Teressa589,Dibbert990,,,S,white,nonhispanic,F,Haverhill  Massachusetts  US,959 Hodkiewicz Run Apt 68,Barnstable,Massachusetts,Barnstable County,02635,41.728564051230414,-70.21792676126056,1512178.46,12582.339999999998
